timestamp,vrms,irms,realPower,powerFactor,device_label
2026-05-19T05:20:08Z,225.5,0.04,7.6,0.91,fan
2026-05-19T05:20:10Z,225.6,0.04,7.8,0.91,fan
2026-05-19T05:20:12Z,225.6,0.04,7.7,0.92,fan
2026-05-19T05:20:14Z,225.5,0.04,7.9,0.92,fan
2026-05-19T05:20:16Z,225.4,0.04,7.9,0.92,fan
2026-05-19T05:20:18Z,225.4,0.04,7.8,0.91,fan
2026-05-19T05:20:20Z,225.4,0.04,7.8,0.91,fan
2026-05-19T05:20:22Z,220.6,0.04,7.5,0.92,fan
2026-05-19T05:20:24Z,223.0,0.04,7.5,0.93,fan
2026-05-19T05:20:26Z,222.9,0.04,7.6,0.92,fan
2026-05-19T05:20:28Z,222.8,0.04,7.7,0.93,fan
2026-05-19T05:20:30Z,223.0,0.04,7.5,0.93,fan
2026-05-19T05:20:32Z,223.0,0.04,7.6,0.92,fan
2026-05-19T05:20:34Z,222.7,0.04,7.5,0.94,fan
2026-05-19T05:20:36Z,222.7,0.04,7.6,0.92,fan
2026-05-19T05:20:38Z,222.8,0.04,7.7,0.93,fan
2026-05-19T05:20:40Z,223.0,0.04,7.6,0.92,fan
2026-05-19T05:20:42Z,223.0,0.04,7.6,0.92,fan
2026-05-19T05:20:44Z,222.9,0.04,7.6,0.92,fan
2026-05-19T05:20:46Z,222.7,0.05,9.9,0.97,fan
2026-05-19T05:20:48Z,222.7,0.04,7.7,0.93,fan
2026-05-19T05:20:50Z,222.8,0.04,7.6,0.92,fan
2026-05-19T05:20:52Z,222.7,0.04,7.7,0.93,fan
2026-05-19T05:20:54Z,222.6,0.04,7.5,0.91,fan
2026-05-19T05:20:56Z,222.6,0.04,7.4,0.92,fan
2026-05-19T05:20:58Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:00Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:02Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:04Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:06Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:08Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:10Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:12Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:14Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:16Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:18Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:20Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:22Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:24Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:26Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:28Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:30Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:32Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:34Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:36Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:38Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:40Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:42Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:44Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:46Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:48Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:50Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:52Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:54Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:56Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:21:58Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:22:00Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:22:02Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:22:04Z,0.0,0.00,0.0,0.00,Idle
2026-05-19T05:22:06Z,0.0,0.00,0.0,0.00,Idle
